Panoplie du Granduk	Amulette du Granduk	amulette	200	350	1	0	-1	1	0	0	0	100	0	0	0	0	0	15	0	4	10	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	10	0	0	15	0	0		12	6
	Amulette Hendart	amulette	197	350	1	0	1	0	0	50	50	50	0	0	15	15	15	15	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	5	0	5	10	0	0	400	0	0	0		12	6
Panoplie de Gargandyas	Collier de Gargandyas	amulette	200	500	2	-1	1	2	60	0	0	0	0	0	0	0	0	0	0	4	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	5	5	0	60	0	0	0	-20	0	0	-20	0	0	0	0		12	6
Frimanoplie	Frimamulette	amulette	192	350	1	0	1	0	0	0	60	60	0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	50	0	0	0	0	0	0	0	200	20	0	0		12	6
Panoplie Lunaire	Collier Lunaire	amulette	200	300	1	0	0	0	70	0	0	0	0	0	20	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	10	0	0	0	10	250	20	0	0		12	6
Panoplie de l'Indicible	Amulette de l'Indicible	amulette	200	350	1	0	1	0	0	40	40	40	40	0	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	40	0	0	0	0	0	0	15	0	0	0	0		12	6
Panoplie du Coeur Vaillant	Amulette du Coeur Vaillant	amulette	200	350	1	0	0	0	0	60	0	60	0	0	12	12	0	12	0	5	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	40	7	0	0	0	0	0	0	0	15	0	0		12	6
Panoplie du Kamasterisk	Amulette du Kamasterisk	amulette	200	400	1	0	0	0	0	70	0	70	0	0	12	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-30	0	0	0	40	0	8	5	0	0	-7	0	0	0	0	0		12	6
Panoplie de Voldelor	Amulette Voldelor	amulette	200	300	1	0	0	0	0	0	0	70	70	0	0	0	0	12	12	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	40	0	0	0	-7	0	0	7	0	15	0	0		12	6
Panoplie d'Hel Munster	Amulette d'Hel Munster	amulette	195	300	1	0	0	0	0	0	0	70	70	0	0	0	0	14	14	4	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15	15	0	0	0	50	0	-5	0	0	0	0	-16	-300	15	0	0		12	6
Panoplie de Nevark	Amulette de Nevark	amulette	194	350	1	0	0	0	0	60	0	60	0	0	25	25	0	25	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	30	0	0	0	8	0	0	0	0	15	0	0		12	6
Panoplie Martegel	Amulette Martegel	amulette	200	350	1	0	0	0	0	0	80	80	0	0	0	0	15	15	0	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	30	0	0	0	50	0	10	0	0	0	0	10	0	15	0	0		12	6
Panoplie Rhoarim	Collier Rhoarim	amulette	200	350	1	0	0	0	0	60	0	60	60	0	0	10	0	10	10	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	40	0	0	0	0	0	8	0	300	15	0	0		12	6
	La Feuille de Printemps	amulette	123	70	1	0	2	0	0	0	0	50	50	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0		12	6
Panoplie Necrotique	Amulette Necrotique	amulette	178	250	1	0	1	0	0	40	0	40	0	0	15	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	40	0	0	0	0	0	0	0	0	15	0	0		12	6
Reliques de l'Aurore Pourpre	Chant du Necromant	amulette	200	350	1	0	0	0	0	35	35	70	70	0	0	6	6	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	-4	-4	10	-20	0	0	0	30	0	-8	0	4	0	4	-8	0	0	0	0		12	6
Panoplie de l'Oeil Putride	Amulette de l'Oeil Putride	amulette	200	350	1	0	0	0	0	0	60	60	60	0	0	0	10	10	10	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	7	0	15	0	0		12	6
Panoplie du Cycloide	Amulette du Cycloide	amulette	200	400	1	0	0	1	0	60	60	60	0	0	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	30	0	-8	0	0	0	8	0	0	0	0	0		12	6
Panoplie de Grozilla	Amulette de Grozilla	amulette	151	250	1	0	1	0	0	0	0	40	40	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	10	0	0	0	0	25	0	3	3	0	0	0	0	0	10	0	0		12	6
Panoplie du Korriandre	Amulette du Korriandre	amulette	182	250	1	0	1	0	0	0	0	40	40	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	10	0	0	0	0	40	5	0	0	0	0	0	0	0	20	0	0		12	6
Panoplie Superstitieuse	Amulette Rangleur	amulette	196	300	1	0	0	0	25	0	50	50	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	7	0	0	0	-15	0	0	0	0	0	0	0	0	0	8	6	0	0	15	0	0		12	6
	Racine Hueuse	amulette	186	250	1	0	1	0	40	0	0	0	0	0	0	10	0	10	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	40	0	0	0	0	0	5	0	0	10	0	0		12	6
Panoplie des Armutins	Col du Ventrublion	amulette	200	500	1	0	0	0	50	0	40	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12	0	0	-40	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie de Cantile	Amulette de Cantile	amulette	156	200	1	0	1	0	0	40	0	40	0	0	12	12	0	12	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	4	0	0	15	0	0		12	6
Panoplie du Strigide	Amulette du Strigide	amulette	200	400	1	0	0	0	70	0	0	0	0	0	0	0	0	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	-20	0	0	0	0	40	0	6	0	0	0	15	0	0	0	0	0		12	6
	Talisman Choh	amulette	154	250	1	0	1	1	0	0	45	45	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	-10	10	0	0	0	35	0	0	0	0	0	0	0	0	20	0	0		12	6
Panoplie des Chocomanciens	Amulette des Chocomanciens	amulette	200	400	1	0	0	0	0	0	0	50	50	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	-20	0	0	0	30	0	0	15	0	0	15	0	0	10	0	0		12	6
Panoplie du Professeur Xa	Amulette du Professeur Xa	amulette	195	300	0	1	2	0	30	30	30	0	30	0	15	15	15	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	40	5	0	0	0	10	0	5	600	20	0	0		12	6
Malediction de Cire Momore	Lourd Fardeau	amulette	200	400	1	0	0	0	50	0	0	0	0	0	0	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	20	0	0	0	50	0	0	0	0	0	20	0	0	10	0	0		12	6
Panoplie de Fantomayte	Collier de Fantomayte	amulette	157	200	1	0	1	0	50	0	0	0	0	0	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	40	0	0	0	0	0	-10	-10	0	0	0	0		12	6
	Zothulette	amulette	159	300	1	0	0	0	50	0	0	0	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	50	0	0	0	0	10	0	0	0	20	0	0		12	6
Panoplie de Ush Galesh	Col de Ush	amulette	164	200	1	0	0	0	0	0	60	60	0	0	0	0	10	10	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0		12	6
Panoplie Noyee	Collier Rophante	amulette	200	500	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	50	0	0	0	0	0	15	0	0	15	0	0		12	6
Panoplie des Chassouilleurs	Amulette Hale	amulette	193	300	1	0	0	0	0	0	0	50	50	0	0	0	0	10	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	40	0	0	7	0	0	0	0	0	15	0	0		12	6
Panoplie de Frigostine	Amulette de Frigostine	amulette	147	200	1	0	0	0	25	0	0	40	0	0	0	0	15	10	15	3	0	0	0	0	0	0	0	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	5	0	20	0	0		12	6
Panoplie de l'Orfelin	Amulette de l'Orfelin	amulette	157	250	1	0	0	0	0	0	0	50	0	0	0	0	0	10	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	40	0	-7	5	0	0	0	0	0	15	0	0		12	6
Harpinoplie	Harpendentif	amulette	200	400	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	40	0	25	0	0	0	0	15	0	0	0	0		12	6
	Collier du Tanukoui San	amulette	152	250	1	0	0	0	0	0	0	50	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	40	0	0	0	0	10	0	0	700	0	0	0		12	6
	Amour d'Helsephine	amulette	200	500	1	0	-1	-1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	7	30	0	0	0	0	60	0	0	0	0	30	0	0	0	0	0	0		12	6
Vernoplie	Crolier	amulette	169	250	1	0	0	0	0	0	0	40	40	0	0	0	0	12	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	30	0	0	6	0	15	0	0	0	0	0	0		12	6
Panoplie du Bworker Berserker	Amulette Ripage	amulette	184	250	1	0	0	0	0	50	0	50	0	10	0	0	0	0	0	2	0	0	0	20	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	400	20	0	0		12	6
Panoplie de la Fosse	Amulette de Shokkoth	amulette	200	400	1	0	2	1	0	0	0	0	100	0	0	0	0	0	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie du YeCh'Ti	Collier du YeCh'Ti	amulette	176	250	1	0	0	0	0	50	50	50	0	0	0	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	30	0	0	0	6	0	0	0	0	10	0	0		12	6
Panoplie Seculaire	Amulette Seculaire	amulette	200	300	1	0	0	0	0	0	80	25	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	15	0	0	0	0	40	0	0	0	0	0	0	0	0	20	0	0		12	6
Panoplie du Minotot	Collier du Minotot	amulette	158	230	1	0	1	0	15	0	40	0	40	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	25	0	0		12	6
Panoplie du Kanimate	Amulette du Kanimate	amulette	196	300	1	0	0	0	0	0	30	30	30	0	0	0	8	8	8	6	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	30	0	7	0	0	10	10	0	-400	0	0	0		12	6
Panoplie de Viti Glourson	Amulette de Viti Glourson	amulette	197	250	1	1	0	1	0	50	50	0	50	0	10	10	10	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Yeye	Collier Ye	amulette	160	0	1	0	0	1	0	0	0	50	50	0	0	0	0	10	10	5	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	10	0	0	0	0	0	40	0	0	0	0	0	0	0	200	15	0	0		12	6
Panoplie du Cartographe	Amulette Ikete	amulette	196	250	1	0	0	1	0	0	40	40	0	0	0	0	12	12	0	0	-20	0	0	0	0	0	0	0	15	0	0	0	0	0	0	10	0	0	15	30	0	0	0	40	0	0	0	0	12	0	-12	0	25	0	0		12	6
Gruchoplie	Gruchette	amulette	131	200	1	0	0	0	0	0	0	40	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	25	0	5	0	0	0	0	0	0	15	0	0		12	6
	Amulette Ementaire	amulette	127	0	1	0	1	0	0	50	50	50	50	0	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie du Ougah	Ougamulette	amulette	181	300	1	0	0	0	40	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	50	0	0	0	0	0	0	0	600	20	0	0		12	6
Panoplie du Sinistrofu	Amulette du Sinistrofu	amulette	200	300	1	0	1	0	0	0	0	0	70	0	0	-20	0	0	20	5	0	20	0	0	0	0	0	0	0	0	0	20	0	0	0	8	0	0	15	0	0	0	0	20	0	0	0	7	0	0	0	0	15	0	0		12	6
Panoplie de Gein	Amulette de Gein	amulette	200	350	1	0	1	0	0	70	70	0	0	0	10	10	10	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	40	0	0	0	0	0	0	6	0	15	0	0		12	6
Panoplie des Abysses	Talisman Glouti	amulette	200	350	1	0	1	0	0	0	0	0	50	0	0	0	6	6	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	-30	30	0	0	0	35	0	0	0	0	0	7	0	0	0	0	0		12	6
Panoplistik	Torquistik	amulette	200	300	1	0	1	0	0	40	40	0	0	0	10	10	10	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	20	0	0	0	0	30	0	0	0	0	10	0	0	0	15	0	0		12	6
	Collier de Bavdur	amulette	200	500	2	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	0	0	0	0	0	40	0	0	0	7	0	20	0	1000	0	0	0		111	105
Panoplie du Dragoeuf Vagabond	Amulette du Dragoeuf	amulette	124	150	1	0	0	0	30	0	0	40	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	200	0	0	0		12	6
Panoplie Ceremoniale	Collier Ceremonial du Seigneur des Rats	amulette	134	150	1	0	0	0	0	0	30	40	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	400	15	0	0		12	6
Panoplie de Wulan	Amulette de Wulan	amulette	200	300	1	0	1	0	0	60	0	0	60	0	15	15	0	0	15	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	30	-15	0	6	0	0	0	-15	0	0	0	0		12	6
	Plimclik	amulette	130	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
	Talisman Doline	amulette	137	150	1	0	0	0	0	40	0	40	0	0	8	8	0	8	0	-2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	10	0	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0		12	6
Panoplie des Ecaflipuces	Collier des Ecaflipuces	amulette	114	140	1	0	0	0	0	0	30	50	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	35	0	0	0	0	0	4	0	0	0	0	0		12	6
Panoplie du Wabbit Cephale	Amulette du Wabbit Cephale	amulette	116	150	1	0	0	0	0	0	0	40	40	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	-8	6	0	0	0	0	0	0	0	0		12	6
Panoplie du Nowel Cauchemardesque	Porte-Malheur du Nowel Cauchemardesque	amulette	150	200	1	0	0	2	0	0	0	50	0	0	0	15	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	20	0	0	10	0	0	0	0	0	0	0	30	0	5	0	0	0	0	0	0	15	0	0		12	6
Panoplie de Nileza	Amulette de Nileza	amulette	196	300	1	0	1	0	0	0	70	0	0	0	0	0	20	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	10	0	0		12	6
Panoplie du Pandamonium	Amulette du Pandamonium	amulette	200	400	1	0	1	0	0	70	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	40	0	8	0	0	20	0	0	500	0	0	0		12	6
Panoplie Abregee	Amulette Caetera	amulette	173	250	1	0	1	0	25	50	0	0	50	0	10	10	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	5	0	0	0	0	0	5	0	25	0	0		12	6
Panoplie Pnose	Talisman Igans	amulette	200	350	1	0	1	0	0	0	60	0	60	0	0	0	20	0	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie de Servitude	Echarpe de Servitude	amulette	200	350	1	0	1	0	0	0	0	0	100	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	0	20	0	0	0	40	-10	0	0	5	0	5	-5	500	0	0	0		12	6
Panoplie de Danathor	Amulette de Danathor	amulette	194	350	1	0	1	0	0	0	0	0	75	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	7	0	8	0	500	0	0	0		12	6
Panoplie Tue-Mouche	Amunite	amulette	189	250	1	0	0	0	10	0	50	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	10	0	0	0	20	0	0		12	6
	Amulette du Renouveau	amulette	118	70	1	0	1	0	0	50	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	15	0	0		12	6
Panoplie Kozaru	Collier de perlouzes	amulette	130	150	1	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	25	0	0	0	7	6	0	0	0	12	0	0		12	6
Panoplie du Dark Vlad	Col du Dark Vlad	amulette	200	400	1	0	0	0	0	0	66	0	0	0	0	0	18	0	0	3	0	30	0	0	0	0	0	0	0	0	0	0	-11	0	9	9	0	-3	0	0	0	0	0	30	0	0	0	0	0	0	12	0	0	0	0		12	6
Panoplie du frigostien curieux	Amulette Heroclite	amulette	185	300	1	0	0	2	25	50	0	0	0	0	12	12	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	50	0	0	0	0	0	0	0	0	15	0	0		12	6
Panoplie du Coeur Saignant	Amulette du Coeur Saignant	amulette	200	400	1	0	0	0	0	80	0	0	0	0	10	10	0	0	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	50	0	0	7	0	0	7	-5	0	15	0	0		12	6
Panoplie Volkorne	Amulette Volkorne	amulette	200	400	1	0	0	1	0	0	100	0	0	0	0	0	20	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	40	0	0	0	10	0	0	0	0	15	0	0		12	6
Panoplie du Rat Noir	Collier du Rat Noir	amulette	103	150	1	0	0	0	0	40	0	40	0	0	4	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	5	0	0	6	0	0		12	6
Panoplie de la Dame du Hasard	Collier de la Dame du Hasard	amulette	200	350	1	0	0	1	0	0	60	0	60	0	0	0	12	0	12	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	40	0	0	7	0	0	0	6	0	15	0	0		12	6
	La Feuille d'Automne	amulette	89	60	0	0	2	0	0	-100	-100	50	50	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0		12	6
Panoplie du Meulou	La Meulette	amulette	143	200	1	0	0	0	15	50	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	30	0	0	0	0	0	0	0	0	20	0	0		12	6
Panoplie Luminescente	Amulette Luminescente	amulette	200	350	1	0	0	0	0	60	0	0	60	0	10	10	0	0	10	4	0	20	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	50	0	0	6	0	0	10	0	0	0	0	0		12	6
Panoplie des Trefonds	Collier de Tourthon	amulette	200	500	1	0	0	0	0	100	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	50	0	0	0	0	0	15	0	0	15	0	0		12	6
Panoplie de Guten Tak	Amulette de Guten Tak	amulette	177	250	1	0	0	0	30	30	0	0	30	0	12	12	0	0	12	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	5	0	0	0	0	0	0	300	15	0	0		12	6
Panoplie de l'Oeil Attentif	Amulette de l'Oeil Attentif	amulette	200	400	1	0	0	0	0	0	0	0	80	0	0	0	0	0	20	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	50	0	7	0	0	0	0	7	0	15	0	0		12	6
Panoplie du Chene Mou	Talisman du Chene Mou	amulette	138	200	1	0	0	0	0	40	40	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	8	0	0	300	15	0	0		12	6
Panoplie du Nocturlabe	Amulette du Nocturlabe	amulette	200	350	1	0	0	0	0	100	0	0	0	0	0	15	0	0	0	-7	15	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	10	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	20	0	0		12	6
Panoplie du Bonimenteur	Talisman Songe	amulette	200	300	1	0	0	0	0	60	60	0	60	0	15	15	15	0	15	0	15	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	8	0	0	0	0	0	0	40	0	0	0	0	0	10	0	0	15	0	0		12	6
Panoplie des Profondeurs	Pendentif affame	amulette	200	400	1	0	0	0	0	0	100	0	0	0	0	0	15	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	50	0	0	0	0	10	0	20	0	0	0	0		12	6
Panoplie du Dragon Cochon	Collier du Dragon Cochon	amulette	100	120	1	0	0	0	30	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	6	0	0	0	0	0	0		12	6
Panoplie d'Otomai	Amulette d'Otomai	amulette	197	350	1	0	0	0	0	0	80	0	0	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	50	0	0	0	0	12	6	0	0	0	0	0		12	6
