Golpanoplie	2			20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Grithriloplie	2			150	0	0	0	0	0	40	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	15	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0		12	6
Grithriloplie	3			150	1	0	0	0	0	40	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	15	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0		12	6
Gruchoplie	2			0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	200	0	0	0		12	6
Gruchoplie	3			0	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	200	0	0	0		12	6
Harpinoplie	2			0	1	1	1	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	35	35	20	25	0	0	0	0		12	6
Harpinoplie	3			0	2	1	1	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	50	50	30	40	0	0	0	0		12	6
Krosmanoplie	2			60	0	0	0	1	20	30	60	0	30	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Ma petite panoplie	2			30	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0		12	6
Malediction de Cire Momore	2			0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	10	3	0	0	0	0	0	0	25	0	7	-10	300	0	0	0		12	4
Malediction de Cire Momore	3			0	1	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	0	20	6	0	0	0	0	0	0	30	0	10	-20	500	0	0	0		12	3
Malediction de Cire Momore	4			0	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	6	6	0	25	9	0	0	0	0	0	0	50	0	15	-25	750	0	0	0		12	3
Malediction de Cire Momore	5			0	1	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8	8	8	0	35	12	0	0	0	0	0	0	75	0	20	-35	1000	0	0	0		12	3
Malediction de Cire Momore	6			0	2	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	50	15	0	0	0	0	0	0	100	0	30	-50	1500	0	0	0		12	2
Malefices d'Ephedrya	2			0	0	0	0	0	30	0	0	0	0	0	0	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Malefices d'Ephedrya	3			0	0	1	0	0	30	0	0	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Malefices d'Ephedrya	4			0	1	0	0	0	30	0	0	0	0	0	200	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	10	10	0	0	0	0	0	0	0	0		12	6
Meganoplie	2			20	0	0	0	0	10	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0		12	6
Microplie	2			0	0	0	0	0	10	15	0	15	5	0	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Microplie	3			0	0	0	0	0	20	15	0	15	5	0	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Microplie	4			0	1	0	0	0	20	15	0	15	5	0	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Pacmanoplie	2			0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0		12	6
Panododo	2			150	0	0	1	1	0	0	0	0	40	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	20	0	0	0	0	0	0		12	6
Panokami	2			0	0	0	0	0	0	0	20	10	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0		12	6
Panokipik	2			100	0	0	1	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panokipik	3			100	1	0	1	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panomuldo	2			0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panomuldo	3			0	0	0	1	0	0	0	0	0	0	0	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panopapier	2			0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplibou	2			0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	10	0	30	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0		12	6
Panoplibou	3			0	1	0	0	0	0	0	0	60	0	0	0	0	0	0	0	10	0	30	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0		12	6
Panoplie a plumes	2			30	0	0	0	0	0	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Abregee	2			0	0	1	0	1	0	0	0	0	0	0	10	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	10	0	15	0	0		12	6
Panoplie Aerdala	2			20	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0		12	6
Panoplie Aerdala	3			30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0		12	6
Panoplie Aerdala	4			30	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0		12	6
Panoplie Aerdala	5			40	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15	0	0		12	6
Panoplie Aerdala	6			40	1	0	1	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15	0	0		12	6
Panoplie Aerdala	7			50	1	0	1	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0		12	6
Panoplie Aerdala	8			50	1	1	1	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0		12	6
Panoplie Akwadala	2			20	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Akwadala	3			40	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Akwadala	4			40	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Akwadala	5			60	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0		12	6
Panoplie Akwadala	6			80	1	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0		12	6
Panoplie Akwadala	7			80	1	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0		12	6
Panoplie Akwadala	8			100	1	1	1	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	30	0	0		12	6
Panoplie Altruiste	2			100	0	0	0	0	0	20	20	20	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	3	0	0	0	10	0	0		12	6
Panoplie Altruiste	3			200	0	0	0	0	0	40	40	40	40	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	7	0	0	0	20	0	0		12	6
Panoplie Altruiste	4			500	0	0	0	1	0	70	70	70	70	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	0	0	0	0	0	70	0	0	0	0	12	0	0	0	30	0	0		12	6
Panoplie Altruiste	5			800	1	0	0	1	0	100	100	100	100	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	100	0	0	0	0	20	0	0	0	40	0	0		12	6
Panoplie amelioree du pilote	2			50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0		12	6
Panoplie Ancestrale	2			100	0	0	0	0	0	20	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ancestrale	3			100	1	0	0	0	0	20	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ancestrale	4			100	1	0	1	0	0	20	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ancestrale	5			150	1	0	1	0	0	30	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ancestrale	6			150	1	1	1	0	0	30	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ankarton	2			250	1	1	1	2	0	150	150	150	150	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ankarton	3			350	2	2	2	3	30	200	200	200	200	0	5	5	5	5	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ankarton	4			450	3	2	2	3	50	250	250	250	250	0	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ankarton	5			550	3	2	2	4	70	300	300	300	300	0	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ankarton	6			750	4	3	3	4	90	350	350	350	350	0	20	20	20	20	20	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ankarton	7			1100	4	3	3	5	120	400	400	400	400	0	40	40	40	40	40	20	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	7	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ankarton	8			2500	4	3	3	5	150	450	450	450	450	0	60	60	60	60	60	20	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Arakne	2			0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Arakne	3			0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Arakne	4			0	0	0	0	0	0	0	0	20	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Ardente	2			0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	10	0	0	0	30	20	0	0	0	0	0		12	6
Panoplie Ardente	3			0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	10	0	0	0	30	20	0	0	0	0	0		12	6
Panoplie Autochtone	2			0	0	1	0	1	0	0	0	0	40	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Baveuse	2			0	0	0	1	0	0	30	0	0	30	0	5	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Baveuse	3			0	1	0	1	0	0	65	0	0	30	0	5	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Bitoufale	2			150	0	1	0	0	0	40	0	40	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	30	0	0	0	20	0	0		12	6
Panoplie Blop Coco	2			15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	-60	5	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Coco	3			30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	-55	10	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Coco	4			50	1	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	-50	15	30	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Coco Royale	2			0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Coco Royale	3			0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Coco Royale	4			0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Griotte	2			15	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	10	5	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Griotte	3			30	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	20	10	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Griotte	4			50	1	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	30	15	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Griotte Royale	2			0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Griotte Royale	3			0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Griotte Royale	4			0	1	0	0	0	0	0	30	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Indigo	2			15	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	-60	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Indigo	3			30	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	-55	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Indigo	4			50	1	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	-50	15	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Indigo Royale	2			0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Indigo Royale	3			0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Indigo Royale	4			0	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Multicolore Royale	2			20	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0		12	6
Panoplie Blop Multicolore Royale	3			40	0	0	1	0	20	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0		12	6
Panoplie Blop Multicolore Royale	4			60	1	0	1	0	30	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0		12	6
Panoplie Blop Reinette	2			15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	5	-60	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Reinette	3			30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	10	-55	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Reinette	4			50	1	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	30	15	-50	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Reinette Royale	2			0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0		12	6
Panoplie Blop Reinette Royale	3			0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0		12	6
